Date	Open	High	Low	Close	Volume
11/2/2018	40.19	40.94	39.64	40.32	33645700
11/5/2018	40.1	40.24	38.77	39.92	22904000
11/6/2018	39.74	40.56	39.56	39.8	19316600
11/7/2018	40.32	41.05	39.96	40.93	22957200
11/8/2018	40.67	41.43	40.34	40.44	15609300
11/9/2018	39.89	39.99	38.41	39.11	26102800
11/12/2018	38.24	38.53	36.84	37.44	24822400
11/13/2018	37.66	38.74	37.44	37.85	25870500
11/14/2018	38.62	38.97	37.61	38.03	23706400
11/15/2018	37.95	40.17	37.62	39.91	30046100
11/16/2018	38.45	39.71	38.33	39.44	25445700
11/19/2018	39.2	39.32	36.67	36.83	31039100
11/20/2018	34.1	36.99	34.05	36.12	38728600
11/21/2018	37	37.22	36.37	36.38	22728400
11/23/2018	35.93	37.5	35.92	36.4	11257800
11/26/2018	37.75	37.79	35.53	36.57	26569700
11/27/2018	36.09	37.45	36.02	37	21397300
11/28/2018	37.29	39	35.99	38.71	42293700
11/29/2018	38.3	38.71	37.73	37.91	23631300
11/30/2018	37.75	38.63	36.94	38.56	28176000
12/3/2018	40.2	40.24	39.15	40.03	35830000
12/4/2018	39.56	39.87	36.72	36.88	36616300
12/6/2018	35.66	37.68	35.13	37.67	37494400
12/7/2018	37.62	37.62	35.21	35.31	30619800
12/10/2018	34.83	35.72	34.53	34.8	33979700
12/11/2018	35.59	36.26	35.1	35.21	26238800
12/12/2018	35.94	36.61	35.4	36.03	26642500
12/13/2018	36.29	36.37	34.76	35.02	23825400
12/14/2018	34.44	35.45	34.06	34.2	28922100
12/17/2018	34.16	35.22	33.6	33.88	30891000
12/18/2018	34.39	34.94	33.97	34.11	46135400
12/19/2018	31.66	33.58	31.27	31.41	106669600
12/20/2018	31.6	32.9	30.86	31.28	60427600
12/21/2018	31.68	32.05	30.11	30.32	54630500
12/24/2018	29.86	30.35	29	29.02	23771800
12/26/2018	29.34	30.91	28.39	30.89	45711000
12/27/2018	30.41	32.01	30.23	31.93	39858300
12/28/2018	32	32.28	31.4	31.57	29873400
12/31/2018	31.99	32.4	31.46	31.73	21392100
1/2/2019	31	33.08	30.75	32.75	26004300
1/3/2019	31.82	32.15	30.86	31	29145500
1/4/2019	31.66	33.04	31.55	32.7	28557300
1/7/2019	33.7	34.45	33.31	34	44841500
1/8/2019	34.55	34.59	32.81	33.74	33434100
1/9/2019	34.97	36.29	34.92	35.44	54147900
1/10/2019	35.26	35.95	35.08	35.91	24437400
1/11/2019	35.42	36.73	35.01	36.01	30469800
1/14/2019	34.72	34.92	34.26	34.67	34612000
1/15/2019	35.02	35.23	33.65	33.99	30633600
1/16/2019	34.04	34.33	33.53	33.58	24890900
1/17/2019	33.23	34.2	32.66	33.88	29398500
1/18/2019	34.23	36.19	34.06	35.76	44872400
1/22/2019	35.25	35.25	33.55	33.87	37021900
1/23/2019	34.11	34.69	33.44	34.24	31011600
1/24/2019	35.31	37.44	35.1	36.59	65094800
1/25/2019	38.09	39.31	37.5	38.96	61032300
1/28/2019	36.95	38.96	36.65	38.08	44213000
1/29/2019	38.28	38.98	37.25	37.39	30331000
1/30/2019	38.3	38.76	37.59	38.24	32848100
1/31/2019	37.63	38.82	37.28	38.22	34130500
2/1/2019	38.31	39.86	38.23	39.6	36839900
2/4/2019	39.55	39.61	38.51	39.47	30851500
2/5/2019	39.24	40.33	39.17	39.37	25094000
2/6/2019	40.4	41.96	40.37	41.52	47472600
2/7/2019	40.81	41.05	38.91	39.38	40396400
2/8/2019	37.8	38.78	37.45	38.58	35573200
2/11/2019	38.6	38.87	37.36	38.58	30356500
2/12/2019	39.39	40.77	39.24	40.4	43587900
2/13/2019	40.85	42.28	40.8	41.68	50101700
2/14/2019	41.39	43.16	41.31	42.23	41759200
2/15/2019	42.27	42.4	41.42	41.99	28968400
2/19/2019	41.7	42.49	41.5	41.96	25575900
2/20/2019	42.31	43.26	42.13	42.21	28048700
2/21/2019	42.47	42.87	41.42	41.53	24048800
2/22/2019	42.08	42.57	41.83	42.57	22834300
2/25/2019	43.81	43.99	42.7	42.75	25233700
2/26/2019	42.35	43.15	42.29	42.96	18051500
2/27/2019	42.62	42.76	41.01	41.32	29522200
2/28/2019	40.2	41.15	39.8	40.88	25777900
3/1/2019	41.64	42.56	41.11	41.58	26755800
3/4/2019	41.88	42.15	40.64	41.06	27047800
3/5/2019	40.25	40.67	39.51	39.99	28798800
3/6/2019	39.38	39.45	37.52	37.93	44890400
3/7/2019	37.54	38.31	37.14	37.83	31567800
3/8/2019	36.89	38.82	36.57	38.65	34080900
3/11/2019	38.91	39.55	38.83	39.03	25164700
3/12/2019	39.17	39.4	38.83	39.25	18623500
3/13/2019	39.4	39.72	38.64	38.83	22786300
3/14/2019	38.74	39.63	38.34	38.41	19757300
3/15/2019	38.58	39.84	38.43	39.54	30702000
3/18/2019	39.6	40.41	39.15	39.61	22296600
3/19/2019	39.93	41.05	39.89	40.37	32407300
3/20/2019	40.5	40.75	39.62	40.13	41714400
3/21/2019	41.7	44.21	41.65	43.99	84985400
3/22/2019	43.47	43.48	41.55	41.62	46605600
3/25/2019	41.34	41.98	40.06	40.55	34516000
3/26/2019	41.17	41.65	40.1	40.32	24689600
3/27/2019	40.38	40.85	39.01	39.23	26856700
3/28/2019	39.4	39.94	39.02	39.34	24584500
3/29/2019	40.25	41.52	40.22	41.33	35716900
4/1/2019	42.27	42.76	41.72	42.25	28073000
4/2/2019	42.08	42.79	41.75	42.44	21438100
4/3/2019	43.55	44.85	43.55	43.9	39097200
4/4/2019	42.36	43.33	42.25	42.89	37038400
4/5/2019	43.3	43.54	42.72	43.32	21119400
4/8/2019	42.18	43.14	42.12	42.9	24546800
4/9/2019	42.54	42.6	41.27	41.72	29055900
4/10/2019	41.69	42.44	41.51	42.17	23252200
4/11/2019	42.2	42.73	42.13	42.28	18163900
4/12/2019	42.85	43.2	41.81	42.01	21740400
4/15/2019	42.17	42.23	41.2	41.82	16932300
4/16/2019	42.26	42.93	42.08	42.76	19337500
